no,date,red1,red2,red3,red4,red5,red6,blue1,count,count_length
17019,20170219,4,6,8,12,23,25,8,20204320,8
17020,20170221,4,8,10,12,31,33,10,4032367,7
17021,20170223,2,5,10,22,32,33,9,11126271,8
17022,20170226,2,6,15,16,18,32,15,14263033,8
17023,20170228,1,3,4,11,18,22,14,18610887,8
17024,20170302,9,21,25,26,29,31,13,41623416,8
17025,20170305,2,15,16,17,22,32,7,7256677,7
17026,20170307,3,10,12,19,27,30,8,7198358,7
17027,20170309,2,4,11,14,27,30,5,4252889,7
17028,20170312,7,8,12,13,22,30,9,32384686,8
17029,20170314,2,15,21,23,25,30,10,202879,6
17030,20170316,1,7,9,20,23,30,2,42433317,8
17031,20170319,6,10,16,26,27,29,3,44200033,8
17032,20170321,5,8,15,24,27,31,11,9627056,7
17033,20170323,5,7,15,20,23,30,15,21747403,8
17034,20170326,4,7,8,19,32,33,13,3779791,7
17035,20170328,1,6,14,24,28,32,12,1766352,7
17036,20170330,1,2,5,10,24,27,15,3255039,7
17037,20170402,11,15,20,22,25,30,5,12404158,8
17038,20170404,1,4,8,13,24,27,5,29150378,8
17039,20170406,2,4,12,14,17,24,15,8475376,7
17040,20170409,15,19,23,28,29,33,4,5946169,7
17041,20170411,4,10,13,15,22,27,4,29585455,8
17042,20170413,1,2,4,7,10,23,4,40232461,8
17043,20170416,8,13,16,23,27,31,8,16184719,8
17044,20170418,8,16,19,21,31,32,6,56577926,8
17045,20170420,5,7,16,20,21,25,5,20404714,8
17046,20170423,4,13,14,23,26,32,10,9467612,7
17047,20170425,2,5,8,10,32,33,2,10167718,8
17048,20170427,5,8,9,14,15,19,7,13799742,8
17049,20170430,1,8,14,15,20,29,10,9643123,7
17050,20170502,10,12,20,24,27,29,7,32404336,8
17051,20170504,2,5,9,15,24,25,11,4996016,7
17052,20170507,7,8,18,24,29,31,7,15322756,8
17053,20170509,4,9,11,15,29,31,6,8791256,7
17054,20170511,2,3,9,23,28,33,8,4805136,7
17055,20170514,7,12,13,20,24,31,5,18617,5
17056,20170516,13,14,18,19,21,28,6,9341295,7
17057,20170518,18,20,22,23,30,31,16,2121456,7
17058,20170521,1,9,13,22,28,32,11,1902077,7
17059,20170523,4,8,9,15,19,25,9,54991662,8
17060,20170525,5,10,13,24,26,31,4,14003344,8
17061,20170528,6,7,12,20,26,27,11,2713419,7
17062,20170530,1,7,22,24,26,31,10,19054,5
17063,20170601,12,16,20,22,25,31,4,1489870,7
17064,20170604,2,10,16,22,24,28,15,11313612,8
17065,20170606,2,5,8,10,12,21,7,124016488,9
17066,20170608,1,4,6,17,19,26,3,6955644,7
17067,20170611,1,3,4,10,18,29,4,43271571,8
17068,20170613,2,6,10,22,30,31,15,12062352,8
17069,20170615,2,11,12,23,29,31,5,29166627,8
17070,20170618,1,6,14,22,25,26,12,31278817,8
17071,20170620,2,3,6,14,31,32,3,2289659,7
17072,20170622,6,11,14,23,26,30,2,1443309,7
17073,20170625,3,6,16,23,26,30,14,10858674,8
17074,20170627,2,6,16,23,30,31,2,3634031,7
17075,20170629,1,3,6,19,21,29,7,7429570,7
17076,20170702,1,4,8,9,14,15,13,4250945,7
17077,20170704,1,2,4,15,17,22,14,1316324,7
17078,20170706,5,7,18,19,22,24,16,12038091,8
17079,20170709,3,7,14,23,25,27,8,52341581,8
17080,20170711,1,12,16,20,22,24,8,35515562,8
17081,20170713,3,5,14,25,26,30,5,18312697,8
17082,20170716,14,18,21,25,28,29,10,55994839,8
17083,20170718,3,8,14,20,24,26,12,31569129,8
17084,20170720,1,5,11,20,22,24,2,21070930,8
17085,20170723,1,5,6,16,25,30,9,18701861,8
17086,20170725,3,5,6,13,20,22,7,10359552,8
17087,20170727,3,6,13,14,19,28,6,26754463,8
17088,20170730,7,9,18,22,23,29,6,2104686,7
17089,20170801,11,12,13,16,23,25,12,23165739,8
17090,20170803,1,7,10,16,22,33,9,15013991,8
17091,20170806,5,7,10,23,28,29,3,4165496,7
17092,20170808,10,18,19,29,32,33,9,46733420,8
17093,20170810,7,8,9,15,22,27,12,49025647,8
17094,20170813,8,11,13,19,28,31,6,2405428,7
17095,20170815,9,10,12,19,22,29,16,21700527,8
17096,20170817,2,6,11,12,19,29,6,4805581,7
17097,20170820,5,10,18,19,30,31,3,8837411,7
17098,20170822,4,19,22,27,30,33,1,9442680,7
17099,20170824,2,5,6,16,28,29,4,6701061,7
17100,20170827,4,7,8,18,23,24,2,6390999,7
17101,20170829,1,4,11,28,31,32,16,13218599,8
17102,20170831,4,8,10,14,18,20,11,48076218,8
17103,20170903,1,21,23,25,31,33,1,8889966,7
17104,20170905,1,14,15,20,23,30,14,12356981,8
17105,20170907,3,6,7,12,25,26,7,5379376,7
17106,20170910,12,15,20,25,27,31,2,11026465,8
17107,20170912,8,9,15,17,30,32,6,2545321,7
17108,20170914,7,12,14,15,17,20,1,3929239,7
17109,20170917,8,14,16,18,21,23,16,37835209,8
17110,20170919,1,3,12,15,19,23,14,12701827,8
17111,20170921,5,10,17,19,29,32,12,52665030,8
17112,20170924,3,10,14,16,22,23,11,3902808,7
17113,20170926,4,6,16,27,29,33,5,8541535,7
17114,20170928,6,12,13,15,18,26,13,6775509,7
17115,20171001,4,10,11,25,30,31,1,634139,6
17116,20171003,2,14,20,22,30,32,2,8651745,7
17117,20171005,1,2,8,11,14,21,9,5648905,7
17118,20171008,8,9,15,22,30,33,16,16485023,8
17119,20171010,9,16,21,25,26,31,14,46511865,8
17120,20171012,8,10,15,19,23,28,16,22703328,8
17121,20171015,11,18,19,22,24,32,7,49322356,8
17122,20171017,11,20,21,22,24,27,15,6489447,7
17123,20171019,4,5,6,11,21,31,10,10841114,8
17124,20171022,2,6,11,26,28,29,3,6887454,7
17125,20171024,1,14,23,25,29,30,3,138536,6
17126,20171026,1,16,17,21,27,30,16,2862597,7
17127,20171029,14,15,21,24,27,32,12,16775791,8
17128,20171031,2,6,13,22,29,31,8,7465460,7
17129,20171102,5,6,9,14,21,33,2,40605796,8
17130,20171105,5,13,14,23,25,31,2,20498325,8
17131,20171107,1,7,10,11,26,27,11,20567360,8
17132,20171109,2,3,5,9,13,28,11,2193675,7
17133,20171112,6,15,17,18,23,30,11,23083175,8
17134,20171114,4,5,11,14,28,32,4,14474297,8
17135,20171116,1,6,7,14,18,26,16,28383140,8
17136,20171119,3,7,10,18,21,24,12,21158594,8
17137,20171121,5,10,20,23,26,31,3,4820821,7
17138,20171123,1,17,24,28,32,33,2,10407823,8
17139,20171126,2,14,20,24,28,32,16,364097,6
17140,20171128,21,22,25,28,29,30,8,15076033,8
17141,20171130,1,6,7,11,13,15,5,42047488,8
17142,20171203,8,13,14,18,23,33,6,13361999,8
17143,20171205,4,6,9,14,20,29,14,13694648,8
17144,20171207,3,14,16,20,31,32,9,267484,6
17145,20171210,2,6,12,17,25,28,12,8317457,7
17146,20171212,1,19,25,26,27,33,10,2069537,7
17147,20171214,3,7,20,21,25,31,14,11530676,8
17148,20171217,4,7,11,14,29,32,12,43565417,8
17149,20171219,5,8,15,20,27,30,13,10603016,8
17150,20171221,6,14,19,20,21,23,8,28668608,8
17151,20171224,2,5,7,9,11,27,16,2915907,7
17152,20171226,6,10,23,25,26,29,5,10594207,8
17153,20171228,7,11,12,13,18,19,16,10079879,8
17154,20171231,5,9,13,15,18,26,5,3873516,7
18001,20180102,1,8,11,26,28,31,4,6780867,7
18002,20180104,7,18,24,29,31,33,16,1416456,7
18003,20180107,1,14,16,17,20,31,4,2724691,7
18004,20180109,14,18,19,26,30,31,11,12138660,8
18005,20180111,2,20,21,28,31,33,6,1318504,7
18006,20180114,2,7,8,9,17,29,11,31321290,8
18007,20180116,13,14,20,25,27,31,12,1096395,7
18008,20180118,5,9,10,12,17,19,13,3158233,7
18009,20180121,5,10,17,23,26,32,7,73630,5
18010,20180123,1,8,17,20,21,22,3,6287935,7
18011,20180125,3,10,21,23,27,33,11,15019323,8
18012,20180128,11,12,13,19,26,28,12,12701936,8
18013,20180130,6,8,13,15,22,33,6,10936765,8
18014,20180201,9,12,20,24,28,31,7,16041419,8
18015,20180204,11,15,20,21,26,33,15,29503868,8
18016,20180206,1,11,12,18,25,27,16,3116772,7
18017,20180208,3,6,11,26,30,32,12,10033311,8
18018,20180211,2,12,13,18,25,27,7,12597476,8
18019,20180213,3,11,12,16,21,23,9,22139580,8
18020,20180222,6,9,10,14,28,30,5,76581,5
18021,20180225,3,4,6,11,23,28,14,43619765,8
18022,20180227,7,14,19,21,22,23,3,11023867,8
18023,20180301,12,15,16,21,26,29,16,6128254,7
18024,20180304,11,19,22,26,31,32,2,18294973,8
18025,20180306,4,13,16,19,21,25,14,22990467,8
18026,20180308,4,7,12,14,26,32,4,37907869,8
18027,20180311,2,7,9,14,18,28,5,6240104,7
18028,20180313,3,8,11,14,18,23,16,878927,6
18029,20180315,1,2,9,14,22,25,5,9815157,7
18030,20180318,13,14,20,21,25,33,7,18827046,8
18031,20180320,2,16,18,19,27,30,14,1514189,7
18032,20180322,21,22,23,24,25,32,6,1140872,7
18033,20180325,4,19,20,22,28,33,6,1941786,7
18034,20180327,1,5,11,22,23,26,15,12419664,8
18035,20180329,7,10,11,17,23,28,15,17294953,8
18036,20180401,8,17,24,26,28,33,4,41256168,8
18037,20180403,1,6,7,8,27,30,10,21709332,8
18038,20180405,15,23,24,25,28,29,9,8317492,7
18039,20180408,8,12,18,19,23,32,3,22809259,8
18040,20180410,1,3,8,13,18,23,16,27121535,8
18041,20180412,7,8,20,23,24,32,13,3899274,7
18042,20180415,6,10,21,28,29,31,12,16476389,8
18043,20180417,1,4,6,8,21,24,7,44636,5
18044,20180419,5,9,12,17,27,30,6,4015426,7
18045,20180422,3,4,6,25,26,30,1,28556398,8
18046,20180424,10,13,14,18,20,31,3,33053140,8
18047,20180426,6,7,12,16,22,25,7,4686621,7
18048,20180429,1,12,20,25,30,31,2,7715671,7
18049,20180501,1,3,4,11,19,23,2,595972,6
18050,20180503,1,2,4,10,18,19,7,16064164,8
18051,20180506,5,7,20,23,27,31,4,649904,6
18052,20180508,3,5,6,9,15,32,14,7349728,7
18053,20180510,1,4,10,11,14,27,6,26944488,8
18054,20180513,4,6,18,22,25,33,16,577597,6
18055,20180515,7,9,10,12,22,26,7,607889,6
18056,20180517,1,3,6,20,21,26,1,13140642,8
18057,20180520,5,15,17,19,20,30,13,45896684,8
18058,20180522,7,12,13,16,26,31,7,32853096,8
18059,20180524,4,6,8,13,22,32,11,79423318,8
18060,20180527,4,8,13,25,30,31,10,46339889,8
18061,20180529,9,10,11,12,18,23,7,26409405,8
18062,20180531,2,18,19,24,25,33,11,12779081,8
18063,20180603,5,6,10,16,20,25,12,16626023,8
18064,20180605,2,5,10,11,17,21,5,9030048,7
18065,20180607,1,4,6,14,28,33,1,68849324,8
18066,20180610,9,16,17,19,22,26,10,16926150,8
18067,20180612,1,4,9,12,15,18,5,2692563,7
18068,20180614,8,10,17,20,27,30,1,2758858,7
18069,20180617,6,13,17,19,23,31,12,46615376,8
18070,20180619,4,9,15,16,19,27,10,38477381,8
18071,20180621,2,5,6,13,16,19,3,8793784,7
18072,20180624,11,16,19,22,25,30,8,16164059,8
18073,20180626,2,9,14,15,16,23,10,3934718,7
18074,20180628,9,11,14,20,27,30,9,7663050,7
18075,20180701,7,9,12,13,22,24,11,12220149,8
18076,20180703,3,7,8,15,29,30,13,35322190,8
18077,20180705,2,5,9,15,20,24,10,46728,5
18078,20180708,3,10,14,17,18,30,12,7599459,7
18079,20180710,14,15,17,22,24,29,13,46027668,8
18080,20180712,4,7,13,20,29,33,3,7492877,7
18081,20180715,1,2,12,16,20,26,3,69046104,8
18082,20180717,6,12,14,20,22,24,9,13576015,8
18083,20180719,4,9,18,21,32,33,3,2032341,7
18084,20180722,5,6,8,12,22,24,3,51331815,8
18085,20180724,4,10,25,26,30,33,6,14274573,8
18086,20180726,2,7,17,21,23,26,16,2653007,7
18087,20180729,1,5,10,16,18,31,3,4644539,7
18088,20180731,3,5,12,29,30,32,14,18615045,8
18089,20180802,6,9,12,14,18,27,14,61543086,8
18090,20180805,1,2,4,10,14,23,7,20620663,8
18091,20180807,6,11,13,17,25,32,7,20171958,8
18092,20180809,6,10,16,19,24,33,16,989255,6
18093,20180812,4,18,20,21,29,33,7,17043225,8
18094,20180814,4,7,16,20,24,30,5,28588093,8
18095,20180816,10,11,12,21,26,33,9,4243679,7
18096,20180819,1,5,9,20,28,32,12,2409986,7
18097,20180821,1,2,17,20,25,28,13,12150411,8
18098,20180823,6,10,11,20,29,32,13,906145,6
18099,20180826,3,7,8,14,25,32,6,58310,5
18100,20180828,2,11,14,15,29,33,2,14745629,8
18101,20180830,1,3,14,26,29,33,9,47171061,8
18102,20180902,2,6,11,19,21,28,5,954274,6
18103,20180904,2,9,15,22,23,24,16,53929785,8
18104,20180906,2,3,6,19,25,29,1,2114196,7
18105,20180909,4,5,13,18,19,25,1,8290103,7
18106,20180911,4,18,19,24,25,26,10,1567435,7
18107,20180913,1,2,5,12,20,22,1,13947582,8
18108,20180916,5,13,18,21,26,30,2,69960849,8
18109,20180918,10,11,18,23,31,33,15,443190,6
18110,20180920,11,13,16,21,22,23,2,1922109,7
18111,20180923,1,7,14,24,25,28,8,5007669,7
18112,20180925,5,8,18,25,26,31,4,18074611,8
18113,20180927,1,6,9,16,25,26,9,16667928,8
18114,20180930,1,7,15,16,20,27,14,5861235,7
18115,20181002,1,13,19,24,26,29,11,7311442,7
18116,20181004,5,14,17,22,23,28,15,13304149,8
18117,20181007,8,11,15,17,23,25,5,23341806,8
18118,20181009,8,12,21,22,27,31,9,20205888,8
18119,20181011,3,13,14,16,25,27,12,16722547,8
18120,20181014,3,4,18,26,27,33,1,964974,6
18121,20181016,6,8,14,19,23,25,11,8705136,7
18122,20181018,5,7,20,22,30,32,10,16105384,8
18123,20181021,13,21,24,27,31,32,1,7039547,7
18124,20181023,9,13,14,19,22,25,2,42526900,8
18125,20181025,3,10,11,14,15,32,2,32514390,8
18126,20181028,1,6,8,9,14,22,5,17698841,8
18127,20181030,2,5,6,7,11,15,12,5759627,7
18128,20181101,6,7,8,19,22,23,2,12781811,8
18129,20181104,2,4,6,16,18,19,16,9795922,7
18130,20181106,5,12,17,18,24,28,12,25325082,8
18131,20181108,21,22,24,31,32,33,1,2118185,7
18132,20181111,1,2,9,10,15,22,6,10328575,8
18133,20181113,2,4,11,12,18,32,13,13961823,8
18134,20181115,3,16,18,31,32,33,12,2189282,7
18135,20181118,1,3,6,10,11,29,16,32007063,8
18136,20181120,10,12,15,25,26,27,14,4523040,7
18137,20181122,3,5,11,15,20,23,9,38739667,8
18138,20181125,1,10,25,27,30,32,9,19441177,8
18139,20181127,11,18,20,23,31,32,15,9989544,7
18140,20181129,1,15,20,22,25,28,14,4673498,7
18141,20181202,11,14,16,18,24,33,4,13780468,8
18142,20181204,5,8,10,11,27,28,11,6101488,7
18143,20181206,4,6,15,28,32,33,14,5606299,7
18144,20181209,8,13,17,18,20,27,13,26377567,8
18145,20181211,3,9,13,22,23,25,6,3371818,7
18146,20181213,2,10,11,17,18,29,16,14828067,8
18147,20181216,3,15,17,23,27,30,11,5363538,7
18148,20181218,3,6,18,19,21,31,1,18089002,8
18149,20181220,1,7,8,10,12,24,1,19087032,8
18150,20181223,6,8,15,19,20,31,5,8744706,7
18151,20181225,5,15,19,25,26,29,15,8729704,7
18152,20181227,4,14,16,23,28,29,3,1459923,7
18153,20181230,1,7,17,23,25,31,11,646554,6
19001,20190101,6,10,13,15,32,33,15,1345707,7
19002,20190103,4,5,6,8,9,18,11,981328,6
19003,20190106,13,17,20,21,22,27,1,5278749,7
19004,20190108,8,12,16,19,26,32,3,3683655,7
19005,20190110,21,22,26,28,31,32,7,37891779,8
19006,20190113,1,5,10,19,26,28,12,5401880,7
19007,20190115,6,10,14,15,19,23,15,29068764,8
19008,20190117,2,6,9,13,28,32,12,31305286,8
19009,20190120,1,7,10,22,31,32,15,13657767,8
19010,20190122,2,4,5,8,11,30,2,26126322,8
19011,20190124,10,13,19,21,24,30,7,1604261,7
19012,20190127,7,10,21,23,31,33,14,43552736,8
19013,20190129,5,7,14,16,18,21,1,25341736,8
19014,20190131,1,2,3,14,19,33,3,14683511,8
19015,20190203,11,15,16,20,24,31,4,3837557,7
19016,20190212,5,7,9,11,19,25,5,152520,6
19017,20190214,4,5,24,28,30,33,9,66664178,8
19018,20190217,4,11,18,19,26,32,4,11955575,8
19019,20190219,3,11,17,18,24,25,6,3109095,7
19020,20190221,2,12,13,23,27,28,12,20448000,8
19021,20190224,2,5,7,8,20,27,4,50336909,8
19022,20190226,3,7,11,21,30,33,7,671485,6
19023,20190228,1,10,14,15,18,31,13,15263344,8
19024,20190303,1,8,23,25,28,29,10,38845385,8
19025,20190305,15,16,21,27,30,33,4,20049388,8
19026,20190307,3,13,15,19,20,27,14,70197491,8
19027,20190310,2,6,8,10,11,17,13,3320735,7
19028,20190312,4,19,22,26,29,30,11,14880606,8
19029,20190314,8,11,17,23,32,33,10,16001026,8
19030,20190317,4,5,7,10,12,22,16,714649,6
19031,20190319,3,13,15,18,21,33,16,2853340,7
19032,20190321,4,8,9,13,28,33,4,24307423,8
19033,20190324,9,15,19,21,23,29,15,34071155,8
19034,20190326,9,11,15,22,24,26,3,4891040,7
19035,20190328,1,5,7,9,10,20,16,32947781,8
19036,20190331,2,10,13,16,23,32,8,29436140,8
19037,20190402,1,7,12,14,18,25,10,3525366,7
19038,20190404,9,12,21,27,29,30,5,25283152,8
19039,20190407,6,7,11,14,27,32,8,14297142,8
19040,20190409,5,6,9,18,23,31,11,3777586,7
19041,20190411,2,9,13,23,24,26,16,30403765,8
19042,20190414,15,17,19,22,25,26,4,28835349,8
19043,20190416,1,6,12,13,24,32,13,8497791,7
19044,20190418,6,14,16,17,23,29,7,4998036,7
19045,20190421,1,6,17,19,27,31,14,25859630,8
19046,20190423,2,12,16,22,25,32,6,245663,6
19047,20190425,3,11,18,25,30,33,14,53316083,8
19048,20190428,3,7,10,12,18,29,10,17096675,8
19049,20190430,3,10,13,22,23,28,15,31510548,8
19050,20190502,4,6,10,11,21,23,2,13891614,8
19051,20190505,8,9,10,13,15,28,9,46969139,8
19052,20190507,3,6,9,13,16,19,16,11094978,8
19053,20190509,4,16,22,25,29,31,8,5314301,7
19054,20190512,7,10,11,15,24,26,11,372094,6
19055,20190514,1,6,11,15,19,31,10,13029762,8
19056,20190516,13,14,17,19,21,29,1,15852250,8
19057,20190519,4,5,6,8,13,18,16,26061288,8
19058,20190521,7,8,12,21,23,27,12,3730515,7
19059,20190523,4,5,7,9,16,18,6,15840086,8
19060,20190526,3,4,14,20,23,27,1,29947843,8
19061,20190528,3,17,19,24,27,31,12,2670,4
19062,20190530,7,13,16,23,26,30,1,23128413,8
19063,20190602,1,14,19,22,29,31,16,29282195,8
19064,20190604,12,20,24,25,30,33,12,14594279,8
19065,20190606,6,9,11,15,20,26,10,5765463,7
19066,20190609,1,14,17,20,22,32,4,27888573,8
19067,20190611,4,6,8,11,30,33,11,13083360,8
19068,20190613,3,14,20,24,26,33,10,34979191,8
19069,20190616,6,11,16,19,21,25,1,10287254,8
19070,20190618,6,15,18,19,24,32,9,14003579,8
19071,20190620,1,8,19,24,29,30,4,37851197,8
19072,20190623,2,9,13,15,22,30,15,3769575,7
19073,20190625,1,2,6,12,16,18,8,18950692,8
19074,20190627,12,21,27,29,31,33,4,529350,6
19075,20190630,5,8,20,22,31,33,3,86404912,8
19076,20190702,12,15,19,20,29,32,14,15425680,8
19077,20190704,9,11,13,18,21,22,15,1354624,7
19078,20190707,1,17,27,29,31,33,12,4121509,7
19079,20190709,1,3,6,9,19,31,16,27489714,8
19080,20190711,3,6,8,20,24,32,7,1844633,7
19081,20190714,5,24,27,29,31,32,10,9884059,7
19082,20190716,7,16,19,22,24,28,2,10521167,8
19083,20190718,6,15,17,26,28,31,3,4976094,7
19084,20190721,4,8,14,18,20,27,3,3285357,7
19085,20190723,1,4,14,18,24,29,4,7326236,7
19086,20190725,16,22,24,26,28,31,6,41886332,8
19087,20190728,4,5,7,9,21,30,4,3660087,7
19088,20190730,13,14,15,21,23,29,13,15171864,8
19089,20190801,2,4,14,16,20,22,11,5831526,7
19090,20190804,2,3,6,8,14,22,4,60519090,8
19091,20190806,7,10,21,24,29,32,11,3997878,7
19092,20190808,9,17,27,28,32,33,8,32564899,8
19093,20190811,5,7,8,9,20,22,2,16001951,8
19094,20190813,5,10,12,18,19,27,6,66517606,8
19095,20190815,2,5,14,19,21,28,1,12936376,8
19096,20190818,5,7,12,18,27,32,11,9418642,7
19097,20190820,3,5,18,24,25,31,9,12693968,8
19098,20190822,3,11,12,14,17,26,9,17617015,8
19099,20190825,7,14,22,23,27,30,8,2623897,7
19100,20190827,1,4,12,13,30,32,8,4626435,7
19101,20190829,1,4,9,21,31,33,5,5715197,7
19102,20190901,3,8,12,16,20,32,12,157558,6
19103,20190903,4,12,14,21,27,29,12,36836305,8
19104,20190905,1,5,16,17,18,24,10,17823648,8
19105,20190908,2,13,15,17,26,33,1,1122991,7
19106,20190910,2,14,22,27,30,33,14,45344461,8
19107,20190912,2,6,8,23,27,32,2,8165545,7
19108,20190915,7,13,19,22,25,32,13,11177622,8
19109,20190917,3,6,7,17,28,31,10,1043087,7
19110,20190919,1,18,22,26,27,28,8,54168,5
19111,20190922,7,18,20,22,24,33,1,58226190,8
19112,20190924,3,12,14,17,23,27,1,2111253,7
19113,20190926,1,5,19,21,25,33,15,16727151,8
19114,20190929,2,4,9,11,12,30,1,12104502,8
19115,20191008,4,10,11,14,15,29,5,510588,6
19116,20191010,1,8,9,13,16,33,1,10831415,8
19117,20191013,3,5,11,28,32,33,1,10054983,8
19118,20191015,12,14,15,25,28,31,4,3004595,7
19119,20191017,4,20,22,24,26,33,7,14046608,8
19120,20191020,10,12,27,31,32,33,3,40741241,8
19121,20191022,2,6,15,21,30,31,2,45352905,8
19122,20191024,4,10,15,19,21,23,2,11459060,8
19123,20191027,2,6,8,17,28,30,6,36304920,8
19124,20191029,4,9,30,31,32,33,1,4968459,7
19125,20191031,2,11,12,26,27,29,3,5404780,7
19126,20191103,2,14,17,29,32,33,16,39580792,8
19127,20191105,2,6,7,12,17,24,10,66394140,8
19128,20191107,3,8,12,16,17,19,8,388725,6
19129,20191110,3,4,7,9,15,26,7,30077394,8
19130,20191112,1,7,9,11,24,32,16,36022791,8
19131,20191114,9,17,19,20,24,31,4,8898363,7
19132,20191117,4,6,11,14,19,33,7,30959896,8
19133,20191119,3,7,16,21,24,31,7,38413123,8
19134,20191121,1,4,6,22,29,30,3,1441252,7
19135,20191124,3,6,10,11,27,33,3,24184697,8
19136,20191126,12,14,15,17,29,33,12,3269793,7
19137,20191128,7,10,13,19,23,31,6,5472226,7
19138,20191201,2,6,12,30,31,32,11,7993109,7
19139,20191203,8,14,20,23,30,33,11,5577152,7
19140,20191205,2,4,9,11,14,22,5,7896801,7
19141,20191208,10,13,14,15,17,33,14,4320497,7
19142,20191210,8,14,24,27,29,33,9,46164674,8
19143,20191212,5,13,15,16,26,32,9,11145603,8
19144,20191215,2,12,15,19,27,30,3,6491979,7
19145,20191217,1,8,13,17,18,19,16,18671391,8
19146,20191219,1,4,10,12,30,32,14,21667332,8
19147,20191222,1,9,12,14,23,27,12,39873395,8
19148,20191224,9,10,13,20,26,27,8,48394317,8
19149,20191226,1,6,27,28,31,33,7,54202048,8
19150,20191229,2,9,14,22,27,29,2,13805548,8
19151,20191231,2,6,9,18,24,26,14,36466827,8
20001,20200102,2,15,23,26,29,30,2,18994552,8
20002,20200105,4,9,14,15,16,29,11,9771754,7
20003,20200107,9,17,26,29,30,32,3,16790474,8
20004,20200109,2,15,17,27,32,33,3,137702,6
20005,20200112,11,16,17,22,26,32,4,42352801,8
20006,20200114,3,4,5,10,16,32,9,1916896,7
20007,20200116,5,12,17,20,25,31,10,44496003,8
20008,20200119,1,4,6,10,11,28,16,32672029,8
20009,20200121,3,6,8,14,19,26,12,42430364,8
20010,20200312,11,14,22,27,31,32,9,11893379,8
20011,20200315,4,5,7,17,18,29,1,8417506,7
20012,20200317,4,13,14,23,26,31,9,1519480,7
20013,20200319,2,8,10,20,21,30,14,8637838,7
20014,20200322,2,7,8,10,12,16,7,9064452,7
20015,20200324,8,9,22,24,30,33,1,21079147,8
20016,20200326,5,6,8,17,24,27,7,406936,6
20017,20200329,2,4,7,15,20,27,4,66031367,8
20018,20200331,5,7,8,11,17,22,13,1482365,7
20019,20200402,15,19,27,28,30,33,3,10019853,8
20020,20200405,1,6,9,13,15,22,14,6248997,7
20021,20200407,2,6,14,16,27,31,7,16066798,8
20022,20200409,2,10,20,22,25,30,2,4410888,7
20023,20200412,4,5,20,21,30,33,8,4494900,7
20024,20200414,10,13,27,28,29,31,8,21341178,8
20025,20200416,1,9,10,15,20,29,2,19720021,8
20026,20200419,1,4,9,18,19,31,6,5331053,7
20027,20200421,12,13,14,24,25,28,6,9694338,7
20028,20200423,5,6,15,18,26,32,8,17114533,8
20029,20200426,1,12,18,20,30,32,5,33666135,8
20030,20200428,17,18,21,29,30,32,3,2146177,7
20031,20200430,2,5,9,15,16,27,9,27403023,8
20032,20200503,3,11,13,14,15,26,13,4710217,7
20033,20200505,7,10,12,21,31,32,1,41477706,8
20034,20200507,2,8,15,16,26,32,3,30043186,8
20035,20200510,10,14,24,25,28,33,11,11196716,8
20036,20200512,7,9,16,22,24,32,6,18338614,8
20037,20200514,1,4,11,13,17,24,15,18085660,8
20038,20200517,1,6,7,18,23,24,15,16422601,8
20039,20200519,2,9,10,11,16,29,2,13444717,8
20040,20200521,1,6,12,16,19,21,4,4170971,7
20041,20200524,6,7,16,22,24,25,13,48606036,8
20042,20200526,2,6,7,11,14,31,3,2903399,7
20043,20200528,1,11,24,25,27,30,7,3711450,7
20044,20200531,7,8,16,17,19,24,7,18145081,8
20045,20200602,2,3,15,21,22,33,16,7327819,7
20046,20200604,13,19,25,26,27,32,8,23727376,8
20047,20200607,4,10,17,19,28,32,1,43461995,8
20048,20200609,12,14,18,23,30,32,2,1472927,7
20049,20200611,1,7,9,12,18,22,4,23035770,8
20050,20200614,4,9,17,20,32,33,15,4740173,7
20051,20200616,3,6,8,11,19,28,8,7649629,7
20052,20200618,2,8,13,29,32,33,15,33582930,8
20053,20200621,2,14,15,16,32,33,1,2384737,7
20054,20200623,3,10,19,25,26,31,2,21592621,8
20055,20200625,1,5,7,23,28,30,12,5349363,7
20056,20200628,2,5,8,12,26,31,14,35603927,8
20057,20200630,9,14,21,23,26,32,3,14381134,8
20058,20200702,1,3,11,12,19,26,7,59860624,8
20059,20200705,2,4,10,17,22,25,14,3064,4
20060,20200707,5,9,14,20,24,30,8,21419657,8
20061,20200709,8,17,24,26,27,31,4,1423863,7
20062,20200712,10,14,17,22,26,27,5,8730582,7
20063,20200714,12,15,16,22,29,32,14,6733244,7
20064,20200716,1,3,7,21,27,32,1,25615947,8
20065,20200719,9,15,18,21,23,26,8,11158933,8
20066,20200721,2,9,13,17,26,28,7,25234141,8
20067,20200723,4,7,9,23,27,30,8,5953865,7
20068,20200726,12,16,21,26,27,32,10,504498,6
20069,20200728,3,9,10,13,18,26,4,11837469,8
20070,20200730,1,2,4,6,19,21,15,2212226,7
20071,20200802,9,11,12,13,22,23,8,2575785,7
20072,20200804,6,8,10,15,17,26,4,3611985,7
20073,20200806,5,7,11,13,27,29,3,642694,6
20074,20200809,4,8,9,13,19,33,12,14466828,8
20075,20200811,3,11,13,20,24,30,16,13918548,8
20076,20200813,10,15,16,18,20,27,6,12615425,8
20077,20200816,3,10,16,21,25,27,12,40212050,8
20078,20200818,3,11,14,16,21,32,4,16546964,8
