日期,科室,就诊量
20041123,外科,15
20041123,儿科,23
20041123,妇产科,26
20041123,骨科,28
20041123,口腔科,29
20041123,皮肤科,12
20041125,内科,1
20041125,外科,8
20041125,儿科,12
20041125,妇产科,13
20041125,骨科,18
20041125,口腔科,20
20041125,皮肤科,7
20041128,内科,8
20041128,外科,13
20041128,儿科,14
20041128,妇产科,27
20041128,骨科,28
20041128,口腔科,31
20041128,皮肤科,12
20041130,内科,6
20041130,外科,8
20041130,儿科,10
20041130,妇产科,17
20041130,骨科,30
20041130,口腔科,31
20041130,皮肤科,14
20041202,内科,14
20041202,外科,19
20041202,儿科,20
20041202,妇产科,21
20041202,骨科,22
20041202,口腔科,31
20041202,皮肤科,11
20041205,内科,11
20041205,外科,16
20041205,儿科,18
20041205,妇产科,20
20041205,骨科,26
20041205,口腔科,31
20041205,皮肤科,2
20041207,内科,9
20041207,外科,13
20041207,儿科,15
20041207,妇产科,21
20041207,骨科,26
20041207,口腔科,33
20041207,皮肤科,6
20041210,内科,8
20041210,外科,10
20041210,儿科,23
20041210,妇产科,25
20041210,骨科,31
20041210,口腔科,32
20041210,皮肤科,7
20041213,内科,1
20041213,外科,6
20041213,儿科,9
20041213,妇产科,17
20041213,骨科,21
20041213,口腔科,22
20041213,皮肤科,1
20041214,内科,2
20041214,外科,16
20041214,儿科,20
20041214,妇产科,30
20041214,骨科,31
20041214,口腔科,33
20041214,皮肤科,1
20041216,内科,1
20041216,外科,3
20041216,儿科,5
20041216,妇产科,8
20041216,骨科,14
20041216,口腔科,33
20041216,皮肤科,3
20041219,内科,1
20041219,外科,3
20041219,儿科,7
20041219,妇产科,14
20041219,骨科,24
20041219,口腔科,25
20041219,皮肤科,7
20041221,内科,3
20041221,外科,4
20041221,儿科,7
20041221,妇产科,12
20041221,骨科,30
20041221,口腔科,31
20041221,皮肤科,15
20041223,内科,6
20041223,外科,9
20041223,儿科,18
20041223,妇产科,20
20041223,骨科,25
20041223,口腔科,33
20041223,皮肤科,6
20041226,内科,7
20041226,外科,8
20041226,儿科,18
20041226,妇产科,21
20041226,骨科,27
20041226,口腔科,32
20041226,皮肤科,10
20041228,内科,7
20041228,外科,13
20041228,儿科,16
20041228,妇产科,18
20041228,骨科,30
20041228,口腔科,32
20041228,皮肤科,10
20041230,内科,3
20041230,外科,11
20041230,儿科,14
20041230,妇产科,22
20041230,骨科,24
20041230,口腔科,31
20041230,皮肤科,15
20050102,内科,1
20050102,外科,7
20050102,儿科,8
20050102,妇产科,23
20050102,骨科,27
20050102,口腔科,28
20050102,皮肤科,14
20050104,内科,6
20050104,外科,9
20050104,儿科,20
20050104,妇产科,26
20050104,骨科,28
20050104,口腔科,33
20050104,皮肤科,14
20050106,内科,9
20050106,外科,12
20050106,儿科,15
20050106,妇产科,19
20050106,骨科,22
20050106,口腔科,31
20050106,皮肤科,16
20050109,内科,1
20050109,外科,4
20050109,儿科,8
20050109,妇产科,9
20050109,骨科,22
20050109,口腔科,23
20050109,皮肤科,3
20050111,内科,5
20050111,外科,9
20050111,儿科,20
20050111,妇产科,26
20050111,骨科,28
20050111,口腔科,33
20050111,皮肤科,15
20050113,内科,2
20050113,外科,4
20050113,儿科,5
20050113,妇产科,15
20050113,骨科,21
20050113,口腔科,31
20050113,皮肤科,16
20050116,内科,7
20050116,外科,15
20050116,儿科,17
20050116,妇产科,20
20050116,骨科,23
20050116,口腔科,33
20050116,皮肤科,15
20050118,内科,11
20050118,外科,19
20050118,儿科,22
20050118,妇产科,27
20050118,骨科,32
20050118,口腔科,33
20050118,皮肤科,11
20050120,内科,2
20050120,外科,17
20050120,儿科,22
20050120,妇产科,27
20050120,骨科,29
20050120,口腔科,31
20050120,皮肤科,14
20050123,内科,8
20050123,外科,10
20050123,儿科,11
20050123,妇产科,18
20050123,骨科,25
20050123,口腔科,26
20050123,皮肤科,1
20050125,内科,9
20050125,外科,11
20050125,儿科,13
20050125,妇产科,15
20050125,骨科,22
20050125,口腔科,30
20050125,皮肤科,15
20050127,内科,2
20050127,外科,3
20050127,儿科,6
20050127,妇产科,16
20050127,骨科,22
20050127,口腔科,31
20050127,皮肤科,5
20050130,内科,7
20050130,外科,8
20050130,儿科,16
20050130,妇产科,19
20050130,骨科,20
20050130,口腔科,24
20050130,皮肤科,6
20050201,内科,13
20050201,外科,19
20050201,儿科,21
20050201,妇产科,23
20050201,骨科,30
20050201,口腔科,32
20050201,皮肤科,5
20050203,内科,4
20050203,外科,8
20050203,儿科,9
20050203,妇产科,16
20050203,骨科,17
20050203,口腔科,29
20050203,皮肤科,15
20050206,内科,1
20050206,外科,5
20050206,儿科,6
20050206,妇产科,12
20050206,骨科,16
20050206,口腔科,30
20050206,皮肤科,15
20050216,内科,2
20050216,外科,6
20050216,儿科,10
20050216,妇产科,25
20050216,骨科,27
20050216,口腔科,31
20050216,皮肤科,3
20050217,内科,1
20050217,外科,3
20050217,儿科,6
20050217,妇产科,22
20050217,骨科,23
20050217,口腔科,25
20050217,皮肤科,6
20050220,内科,6
20050220,外科,11
20050220,儿科,12
20050220,妇产科,13
20050220,骨科,19
20050220,口腔科,22
20050220,皮肤科,8
20050222,内科,14
20050222,外科,16
20050222,儿科,19
20050222,妇产科,20
20050222,骨科,25
20050222,口腔科,29
20050222,皮肤科,5
20050224,内科,2
20050224,外科,6
20050224,儿科,24
20050224,妇产科,26
20050224,骨科,30
20050224,口腔科,31
20050224,皮肤科,16
20050227,内科,8
20050227,外科,10
20050227,儿科,12
20050227,妇产科,21
20050227,骨科,32
20050227,口腔科,33
20050227,皮肤科,4
20050301,内科,10
20050301,外科,15
20050301,儿科,19
20050301,妇产科,20
20050301,骨科,21
20050301,口腔科,25
20050301,皮肤科,12
20050303,内科,5
20050303,外科,9
20050303,儿科,14
20050303,妇产科,27
20050303,骨科,31
20050303,口腔科,32
20050303,皮肤科,13
20050306,内科,1
20050306,外科,7
20050306,儿科,10
20050306,妇产科,11
20050306,骨科,13
20050306,口腔科,32
20050306,皮肤科,7
20050308,内科,6
20050308,外科,12
20050308,儿科,14
20050308,妇产科,20
20050308,骨科,25
20050308,口腔科,26
20050308,皮肤科,7
20050310,内科,1
20050310,外科,3
20050310,儿科,4
20050310,妇产科,6
20050310,骨科,21
20050310,口腔科,32
20050310,皮肤科,15
20050313,内科,4
20050313,外科,9
20050313,儿科,22
20050313,妇产科,25
20050313,骨科,26
20050313,口腔科,32
20050313,皮肤科,10
20050315,内科,2
20050315,外科,14
20050315,儿科,21
20050315,妇产科,22
20050315,骨科,27
20050315,口腔科,30
20050315,皮肤科,14
20050317,内科,1
20050317,外科,5
20050317,儿科,9
20050317,妇产科,14
20050317,骨科,22
20050317,口腔科,28
20050317,皮肤科,5
20050320,内科,4
20050320,外科,10
20050320,儿科,16
20050320,妇产科,20
20050320,骨科,23
20050320,口腔科,32
20050320,皮肤科,7
20050322,内科,5
20050322,外科,15
20050322,儿科,19
20050322,妇产科,20
20050322,骨科,25
20050322,口腔科,29
20050322,皮肤科,3
20050324,内科,7
20050324,外科,8
20050324,儿科,12
20050324,妇产科,14
20050324,骨科,19
20050324,口腔科,20
20050324,皮肤科,7
20050327,内科,5
20050327,外科,17
20050327,儿科,18
20050327,妇产科,25
20050327,骨科,28
20050327,口腔科,32
20050327,皮肤科,9
20050329,内科,12
20050329,外科,16
20050329,儿科,21
20050329,妇产科,28
20050329,骨科,29
20050329,口腔科,30
20050329,皮肤科,14
20050331,内科,12
20050331,外科,19
20050331,儿科,20
20050331,妇产科,21
20050331,骨科,26
20050331,口腔科,31
20050331,皮肤科,15
20050403,内科,7
20050403,外科,12
20050403,儿科,14
20050403,妇产科,22
20050403,骨科,24
20050403,口腔科,32
20050403,皮肤科,16
20050405,内科,4
20050405,外科,7
20050405,儿科,11
20050405,妇产科,20
20050405,骨科,27
20050405,口腔科,28
20050405,皮肤科,16
20050407,内科,2
20050407,外科,16
20050407,儿科,18
20050407,妇产科,19
20050407,骨科,21
20050407,口腔科,29
20050407,皮肤科,9
20050410,内科,1
20050410,外科,12
20050410,儿科,21
20050410,妇产科,24
20050410,骨科,30
20050410,口腔科,32
20050410,皮肤科,13
20050412,内科,2
20050412,外科,11
20050412,儿科,16
20050412,妇产科,23
20050412,骨科,24
20050412,口腔科,29
20050412,皮肤科,3
20050414,内科,11
20050414,外科,16
20050414,儿科,21
20050414,妇产科,26
20050414,骨科,27
20050414,口腔科,30
20050414,皮肤科,15
20050417,内科,4
20050417,外科,5
20050417,儿科,6
20050417,妇产科,7
20050417,骨科,8
20050417,口腔科,32
20050417,皮肤科,5
20050419,内科,1
20050419,外科,6
20050419,儿科,16
20050419,妇产科,17
20050419,骨科,18
20050419,口腔科,22
20050419,皮肤科,9
20050421,内科,1
20050421,外科,7
20050421,儿科,10
20050421,妇产科,15
20050421,骨科,18
20050421,口腔科,20
20050421,皮肤科,10
20050424,内科,9
20050424,外科,16
20050424,儿科,18
20050424,妇产科,20
20050424,骨科,22
20050424,口腔科,24
20050424,皮肤科,5
20050426,内科,2
20050426,外科,3
20050426,儿科,5
20050426,妇产科,7
20050426,骨科,8
20050426,口腔科,27
20050426,皮肤科,15
20050428,内科,6
20050428,外科,7
20050428,儿科,8
20050428,妇产科,10
20050428,骨科,16
20050428,口腔科,28
20050428,皮肤科,2
20050501,内科,2
20050501,外科,3
20050501,儿科,8
20050501,妇产科,10
20050501,骨科,25
20050501,口腔科,27
20050501,皮肤科,12
20050503,内科,2
20050503,外科,9
20050503,儿科,12
20050503,妇产科,20
20050503,骨科,26
20050503,口腔科,32
20050503,皮肤科,13
20050505,内科,3
20050505,外科,6
20050505,儿科,14
20050505,妇产科,19
20050505,骨科,20
20050505,口腔科,21
20050505,皮肤科,2
20050508,内科,1
20050508,外科,2
20050508,儿科,14
20050508,妇产科,17
20050508,骨科,30
20050508,口腔科,32
20050508,皮肤科,1
20050510,内科,4
20050510,外科,7
20050510,儿科,10
20050510,妇产科,14
20050510,骨科,27
20050510,口腔科,29
20050510,皮肤科,9
20050512,内科,5
20050512,外科,13
20050512,儿科,17
20050512,妇产科,18
20050512,骨科,21
20050512,口腔科,29
20050512,皮肤科,14
20050515,内科,5
20050515,外科,20
20050515,儿科,22
20050515,妇产科,30
20050515,骨科,32
20050515,口腔科,33
20050515,皮肤科,9
20050517,内科,12
20050517,外科,17
20050517,儿科,19
20050517,妇产科,27
20050517,骨科,29
20050517,口腔科,31
20050517,皮肤科,9
20050519,内科,5
20050519,外科,6
20050519,儿科,10
20050519,妇产科,15
20050519,骨科,30
20050519,口腔科,31
20050519,皮肤科,13
20050522,内科,4
20050522,外科,6
20050522,儿科,10
20050522,妇产科,21
20050522,骨科,25
20050522,口腔科,26
20050522,皮肤科,10
20050524,内科,7
20050524,外科,11
20050524,儿科,14
20050524,妇产科,18
20050524,骨科,24
20050524,口腔科,29
20050524,皮肤科,7
20050526,内科,9
20050526,外科,12
20050526,儿科,21
20050526,妇产科,25
20050526,骨科,31
20050526,口腔科,33
20050526,皮肤科,13
20050529,内科,5
20050529,外科,9
20050529,儿科,14
20050529,妇产科,21
20050529,骨科,23
20050529,口腔科,24
20050529,皮肤科,1
20050531,内科,2
20050531,外科,7
20050531,儿科,11
20050531,妇产科,12
20050531,骨科,20
20050531,口腔科,23
20050531,皮肤科,7
20050602,内科,2
20050602,外科,11
20050602,儿科,13
20050602,妇产科,18
20050602,骨科,22
20050602,口腔科,30
20050602,皮肤科,4
20050605,内科,10
20050605,外科,18
20050605,儿科,23
20050605,妇产科,27
20050605,骨科,30
20050605,口腔科,32
20050605,皮肤科,8
20050607,内科,12
20050607,外科,16
20050607,儿科,17
20050607,妇产科,21
20050607,骨科,22
20050607,口腔科,23
20050607,皮肤科,16
20050609,内科,2
20050609,外科,4
20050609,儿科,10
20050609,妇产科,11
20050609,骨科,25
20050609,口腔科,28
20050609,皮肤科,5
20050612,内科,3
20050612,外科,12
20050612,儿科,16
20050612,妇产科,20
20050612,骨科,21
20050612,口腔科,26
20050612,皮肤科,16
20050614,内科,1
20050614,外科,8
20050614,儿科,10
20050614,妇产科,13
20050614,骨科,25
20050614,口腔科,33
20050614,皮肤科,13
20050616,内科,7
20050616,外科,9
20050616,儿科,21
20050616,妇产科,24
20050616,骨科,31
20050616,口腔科,33
20050616,皮肤科,12
20050619,内科,3
20050619,外科,4
20050619,儿科,8
20050619,妇产科,14
20050619,骨科,16
20050619,口腔科,26
20050619,皮肤科,4
20050621,内科,4
20050621,外科,8
20050621,儿科,12
20050621,妇产科,14
20050621,骨科,16
20050621,口腔科,22
20050621,皮肤科,10
20050623,内科,6
20050623,外科,10
20050623,儿科,19
20050623,妇产科,20
20050623,骨科,24
20050623,口腔科,33
20050623,皮肤科,11
20050626,内科,1
20050626,外科,6
20050626,儿科,8
20050626,妇产科,9
20050626,骨科,18
20050626,口腔科,20
20050626,皮肤科,1
20050628,内科,6
20050628,外科,9
20050628,儿科,18
20050628,妇产科,20
20050628,骨科,26
20050628,口腔科,29
20050628,皮肤科,9
20050630,内科,11
20050630,外科,13
20050630,儿科,14
20050630,妇产科,16
20050630,骨科,18
20050630,口腔科,31
20050630,皮肤科,14
20050703,内科,4
20050703,外科,9
20050703,儿科,11
20050703,妇产科,22
20050703,骨科,25
20050703,口腔科,28
20050703,皮肤科,13
20050705,内科,8
20050705,外科,17
20050705,儿科,22
20050705,妇产科,24
20050705,骨科,32
20050705,口腔科,33
20050705,皮肤科,16
20050707,内科,3
20050707,外科,11
20050707,儿科,15
20050707,妇产科,20
20050707,骨科,26
20050707,口腔科,32
20050707,皮肤科,11
20050710,内科,3
20050710,外科,9
20050710,儿科,20
20050710,妇产科,24
20050710,骨科,25
20050710,口腔科,28
20050710,皮肤科,5
20050712,内科,1
20050712,外科,12
20050712,儿科,14
20050712,妇产科,26
20050712,骨科,27
20050712,口腔科,32
20050712,皮肤科,16
20050714,内科,2
20050714,外科,4
20050714,儿科,10
20050714,妇产科,12
20050714,骨科,26
20050714,口腔科,30
20050714,皮肤科,3
20050717,内科,1
20050717,外科,7
20050717,儿科,11
20050717,妇产科,14
20050717,骨科,19
20050717,口腔科,20
20050717,皮肤科,12
20050719,内科,3
20050719,外科,5
20050719,儿科,9
20050719,妇产科,14
20050719,骨科,16
20050719,口腔科,30
20050719,皮肤科,13
20050721,内科,1
20050721,外科,2
20050721,儿科,7
20050721,妇产科,15
20050721,骨科,19
20050721,口腔科,20
20050721,皮肤科,3
20050724,内科,8
20050724,外科,9
20050724,儿科,13
20050724,妇产科,14
20050724,骨科,20
20050724,口腔科,22
20050724,皮肤科,12
20050726,内科,7
20050726,外科,11
20050726,儿科,12
20050726,妇产科,24
20050726,骨科,27
20050726,口腔科,29
20050726,皮肤科,12
20050728,内科,8
20050728,外科,9
20050728,儿科,15
20050728,妇产科,16
20050728,骨科,23
20050728,口腔科,26
20050728,皮肤科,8
20050731,内科,1
20050731,外科,3
20050731,儿科,7
20050731,妇产科,18
20050731,骨科,20
20050731,口腔科,24
20050731,皮肤科,7
20050802,内科,5
20050802,外科,19
20050802,儿科,20
20050802,妇产科,23
20050802,骨科,26
20050802,口腔科,31
20050802,皮肤科,12
20050804,内科,1
20050804,外科,9
20050804,儿科,21
20050804,妇产科,25
20050804,骨科,29
20050804,口腔科,32
20050804,皮肤科,3
20050807,内科,1
20050807,外科,11
20050807,儿科,12
20050807,妇产科,15
20050807,骨科,26
20050807,口腔科,27
20050807,皮肤科,13
20050809,内科,8
20050809,外科,13
20050809,儿科,19
20050809,妇产科,26
20050809,骨科,28
20050809,口腔科,31
20050809,皮肤科,10
20050811,内科,4
20050811,外科,6
20050811,儿科,17
20050811,妇产科,23
20050811,骨科,25
20050811,口腔科,29
20050811,皮肤科,14
20050814,内科,3
20050814,外科,5
20050814,儿科,9
20050814,妇产科,23
20050814,骨科,27
20050814,口腔科,33
20050814,皮肤科,3
20050816,内科,9
20050816,外科,12
20050816,儿科,18
20050816,妇产科,21
20050816,骨科,28
20050816,口腔科,29
20050816,皮肤科,5
20050818,内科,4
20050818,外科,5
20050818,儿科,17
